,product_name,Product_Number,Bluetooth,Main Camera Resolution,Internal Memory,Processor,Battery Capacity,Display Resolution,Display Size (inch),Network,Weight (g),Processor,Dimensions,RAM,Talk Time,image
40,246574,Samsung GALAXY S8+(64GB),v5.0 LE up to 2Mbps,Support 12MP Dual Pixel photodiode sensor with faster auto focus,64GB,Octa-core (2.35GHz Quad + 1.9GHz Quad),"3,500 mAh long lasting battery",2960 x 1440 (Quad HD+),"6.2inch (158.1mm , full rectangle) Quad HD+ Super AMOLED
6.1inch (154.5mm , rounded corners) Quad HD+ Super AMOLED","4G FDD-LTE: B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),",173g,Octa-core (2.35GHz Quad + 1.9GHz Quad),159.5 (L) x 73.4 (W) x 8.1 (D) mm,"64GB, UFS 2.1 (RAM: 4GB LPDDR4)",N/A,5aaf159abdac5e9b064bb89a86f8f4812e9500b1.jpg
41,246265,Xiaomi Redmi Note 4X(64GB),Bluetooth 4.1,13MP,64GB,Snapdragon 625 processor max. freq 2.0GHz,N/A,16M colors,5.5 inch,"4G FDD-LTE: B1 (2100 MHz), B3 (1800 MHz), B4(1700MHz), B5 (850 MHz), B7 (2600 Mhz), B8(900MHz), B20(800MHz)",165g,Snapdragon 625 processor max. freq 2.0GHz,151 x 76 x 8.3mm,4GB,51hrs,7f0c868d7cb4e741b56793dd54adccafce5faeb4.jpg
42,246410,Samsung GALAXY S8,"v5.0 LE up to 2Mbps (A2DP,AVRCP,DI,HFP,HID,HOGP,HSP,MAP,OPP,PAN,PBAP)",Support 12MP Dual Pixel photodiode sensor with faster auto focus,64GB,"Octa-Core, 2.35GHz Quad+ 1.9GHzQuad","3,000 mAh",2960 x 1440 (Quad HD+),"5.8inch (146.5mm, full rectangle) Quad HD+ Super AMOLED","4G FDD-LTE: B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),",155g,"Octa-Core, 2.35GHz Quad+ 1.9GHzQuad",148.9 (L) x 68.1(W) x 8 (D) mm,"Storage: 64GB, UFS 2.1 (RAM: 4GB LPDDR4)",N/A,ad2271773cc23d5e2d6816df286753805f746a42.jpg
43,246092,Huawei P10 lite,Bluetooth 4.1,12MP,64GB,HUAWEI Kirin 658 Octa-core processor (4*Cortex A53 2.1GHz + 4*Cortex A53 1.7GHz),"3,000mAh non removable battery",1080p (1920 x 1080),5.2 inches,"SIM1: 
4G TDD LTE: Band38/39/40/41(100MHz)",146g,HUAWEI Kirin 658 Octa-core processor (4*Cortex A53 2.1GHz + 4*Cortex A53 1.7GHz),146.5 × 72 × 7.2 mm,4GB LPDDR3,about 21 hours,eeb3d357039116cdd62da100c1317b14bbdb7126.jpg
44,244025,Apple IPHONE SE 128GB,Bluetooth 4.2,12‑megapixel iSight camera with 1.22µ pixels,Up to 128GB,A9 chip,N/A,1136 x 640 pixels,4-inch (diagonal) LED‑backlit widescreen Multi-Touch display,LTE (頻段 1、2、3、4、5、7、8、12、17、18、19、20、25、26、28),113(with battery),A9 chip,123.8 x 58.6 x 7.6,2GB,14 hours on 3G,2719a74ef45e401fcd820e42ebe05f73daffcf66.jpg
45,245836,MEITU T8,Support,2100M,128GB,MT6797 Deca-core 2.3GHz,3580mAh,1080*1920,5.2 inch,2G GSM：Band 2/3/5/8,170g,MT6797 Deca-core 2.3GHz,158.4*71.5*9.3mm,4GB,"1400分鐘（2G）,900分鐘（3G）/ 1400 mins (2G), 900 mins (3G)",06153f31c3e401a81e1526587b6a492353e618e4.jpg
46,243712,Apple IPHONE SE 32GB,Bluetooth 4.2,12‑megapixel iSight camera with 1.22µ pixels,Up to 32GB,A9 chip,N/A,1136 x 640 pixels,4-inch (diagonal) LED‑backlit widescreen Multi-Touch display,LTE (頻段 1、2、3、4、5、7、8、12、17、18、19、20、25、26、28),113g(with battery),A9 chip,123.8 x 58.6 x 7.6  mm,2GB,14 hours on 3G,473e97b8509dcba46b09860e4bc1f0de28325c5a.jpg
47,243366,LG G6,v4.2 BLE,Primary Rear: 13 MP (F1.8 Normal 71°) with OIS 2.0,64GB,Qualcomm® Snapdragon 821™ Quad-core 2.35GHz,3300 mAh (Li-Ion) embedded battery,1440x2880,5.7inch,GSM 850(B5)/ 900(B8)/ 1800(B3)/ 1900(B2) MHz,163g,Qualcomm® Snapdragon 821™ Quad-core 2.35GHz,148.9 X 71.9 X 7.9mm,4GB,1800 mins (2G) / 1560 mins (3G),0f6018781bc5f1d2584925bb9d75cbb09a09d165.jpg
48,241979,Samsung GALAXY C5 Pro,"v4.2 (A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP)",16MP Auto-focus Camera with Dual LED Flash (F1.9 aperture),64GB,Octa Core Processor 2.2GHz (Snapdragon 626),"2,600mAh",N/A,5.2inch,"4G FDD-LTE: B1(2100),B3(1800), B5(850), B7(2600),B8(900)",145g,Octa Core Processor 2.2GHz (Snapdragon 626),145.7 (L) x 71.4 (W) x 7.0(D) mm,4GB,N/A,37f674ba8ead89eedad312c6e91930ab9a3103b8.jpg
49,243276,Huawei P10,Bluetooth 4.2,"20MP Monochrome+12MP RGB, F2.2",64GB,HiSilicon Kirin 960 Octa-core (4 x A73 2.4 GHz + 4 x A53 1.8 GHz),"3,200mAh non removable battery",1080p (1920 x 1080),5.1 inches,4G TDD LTE: Band38/39/40/41(100MHz),145g,HiSilicon Kirin 960 Octa-core (4 x A73 2.4 GHz + 4 x A53 1.8 GHz),145.3(L)×69.3(W)×6.98mm,4GB LPDDR4,about 23 hours,dbfd08669f37841ac55a5d192b66637f6c480534.jpg
50,243277,Huawei P10 Plus,N/A,"20MP Monochrome+12MP RGB, F1.8",128GB,HiSilicon Kirin 960 Octa-core (4 x A73 2.4 GHz + 4 x A53 1.8 GHz),"3,750mAh non removable battery",1440p (2560 x 1440),5.5 inches,"SIM1: 
4G TDD LTE: Band38/39/40/41(100MHz)",165g,HiSilicon Kirin 960 Octa-core (4 x A73 2.4 GHz + 4 x A53 1.8 GHz),153.5×74.2×6.98mm,6GB LPDDR4,about 28 hours,97d8607ad422c1e7f054e0e27784fb57e933c24a.jpg
51,242272,SUGAR S9,Bluetooth™ 4.0,16MP PDAF,64GB,Qualcomm® MSM8940 64-bit 1.4GHz  Octa-Core Processor,3000  mAh,1920 x 1080 pixels,5.5” Full HD OLED display,"TDD-LTE: Band38(2600), Band39(1900), Band40(2300), Band41(2500)",162 g,Qualcomm® MSM8940 64-bit 1.4GHz  Octa-Core Processor,154.4 x 76.7 x 6.6 mm,4GB,15  hours (2G) / 15 hours (3G),80ec09de79abdb93e26b3338bf854d5c78e09de0.jpg
52,241294,Xiaomi Redmi Note 4X(32GB),Bluetooth 4.1,13MP  Camera,32GB,Snapdragon 625 processor max. freq 2.0GHz,4000/4100mAh (min/typ) Non Changeable Lithium-ion polymer battery,1920 x 1080,5.5 inch,"4G FDD-LTE: B1 (2100 MHz), B3 (1800 MHz), B4(1700MHz), B5 (850 MHz), B7 (2600 Mhz), B8(900MHz), B20(800MHz)",165 g,Snapdragon 625 processor max. freq 2.0GHz,151 x 76 x 8.3mm,3GB,51hrs,06ae1ee52948d53d414363febb3227a5983666fa.jpg
53,241104,Xiaomi Mi Note 2,Bluetooth 4.2,22MP Camera,128GB,Snapdragon 821 processor max. freq 2.35GHz,4000/4070mAh (min/typ) Non Changeable Lithium-ion polymer battery,1920 x 1080,5.7 inch,"4G FDD-LTE: B1 (2100 MHz), B3 (1800 MHz), B4 (1700 MHz), B5 (850 MHz), B7 (2600 Mhz), B8 (900 MHz), B12 (700 Mhz), B13 (700 MHz), B17 (700 MHz), B18 (850 MHz), B19(850 MHz), B20(800 MHz), B25 (1900 MHz), B26 (850MHz), B28 (700MHz), B29 (700 MHz),B30 (2600 Mhz);",166 g,Snapdragon 821 processor max. freq 2.35GHz,156.2 x 77.3 x 7.6mm,6GB,46hrs,72fff829e882594198ec8bbe015bff3287cca85a.jpg
54,239234,Huawei Porsche Design Huawei Mate 9,Bluetooth 4.2,"20MP Monochrome+12MP RGB, F2.2",256GB,HiSilicon Kirin 960 Octa-core (4 x A73 2.4 GHz + 4 x A53 1.8 GHz),4000mAh non removable battery,"2560x1440 (WQHD), 534 PPI",5.5 inches,"SIM1: 
4G TDD LTE: Band38/39/40/41(100MHz)",169g,HiSilicon Kirin 960 Octa-core (4 x A73 2.4 GHz + 4 x A53 1.8 GHz),152.0×75.0×7.5mm,6GB LPDDR4,about 28 hours,30f2f2d321f4391e12b1911e6f8dece6e1552d80.jpg
55,241100,LG K10 2017,v4.2 BLE,13 MP,16GB,Octa Core 1.5 GHz,2800mAh,720 x 1280 pixels,5.3 inches,GSM 850/900/1800/1900 MHz,142g,Octa Core 1.5 GHz,148.7 x 75.3 x 7.9mm,2GB,Up to 420 mins 分鐘 (2G) / Up to 600 mins 分鐘 (3G),d31abd054b831ccfa1813b8c23290261638fc723.jpg
56,239182,Samsung Galaxy C7 Pro (C7010),"v4.2 (A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP)",16MP Auto-focus Camera with Dual LED Flash (F1.9 aperture),64GB,Octa Core Processor 2.2GHz (Snapdragon 626),"3,300mAh",1920 x 1080,5.7,"4G FDD-LTE: B1(2100),B3(1800), B5(850), B7(2600),B8(900)",172g,Octa Core Processor 2.2GHz (Snapdragon 626),156.5 (L) x 77.2 (W) x 7.0 (H) mm,4GB,N/A,f6d8b861f073e9f51fd7f046a2c90f02286da3b0.jpg
57,240361,Nokia 6,Bluetooth 4.1,16MP,64 GB e-MMC 5.1,Qualcomm® Snapdragon 430 (MSM8937) Octacore processor,3000mAh,"FullHD (1920 x 1080, 16:9)",5.5 Inch,GSM 850/900/1800/1900 MHz,167g,Qualcomm® Snapdragon 430 (MSM8937) Octacore processor,H: 154 mm x W: 75.8 mm x T: 7.85 mm (8.4 with camera bump),4 GB LPPDDR 3,Up to 18 hours,a663748b1283a1b8687e65834b5b5a4b116df181.jpg
58,240232,MEIZU M5 Note,V4.0,1300 mega-pixels camera,32GB,MediaTek Helio P10 8-core processor 4*A53 1.8G + 4*A53 1.0G,4000mAh build-in battery,1920 x 1080 (403PPI),5.5 inches,"GSM 850/900/1800/1900 MHz,",175g,MediaTek Helio P10 8-core processor 4*A53 1.8G + 4*A53 1.0G,153.6 × 75.8 × 8.1mm,3GB,N/A,ca6eafb9ecac5bed9baed1fbdf4a2d44d218ddba.jpg
59,238055,HTC U Play,Bluetooth 4.2,"16MP, PDAF, OIS, BSI sensor, f2,  28mm wide camera",64GB,"MediaTek® Helio™ P10, 64bit, 2GHz Octa-Core",2500mAh non removable battery,1080 x 1920,5.2”,"FDD LTE: B1(2100)/B3(1800)/B5(850)/B7(2600)/B8(900)/  
B20(800)/B28(700)MHz",145g,"MediaTek® Helio™ P10, 64bit, 2GHz Octa-Core",145.99  x  72.9  x 3.5 - 7.99  mm,4GB,Up to 15 hours for 3G,fc6e2d27200bbbaa43aa0450f31567d87884116b.jpg
60,237871,HTC U Ultra,Bluetooth 4.2,"12MP (HTC UltraPixel™ 2、1.55µm), Laser auto focus, PDAF, OIS, BSI sensor, f/1.8",64GB,"Qualcomm® Snapdragon™ 821, 64 bit up to 2.15GHz Quad-Core processor",3000mAh non removable battery,"1440 x 2560, 2nd screen 160 x 1040",5.7” with 2” second screen,"SIM1 / SIM2
FDD LTE: B1(2100)/B3(1800)/B5(850)/B7(2600)/B8(900)/  
B20(800)/B28(700)MHz",170g,"Qualcomm® Snapdragon™ 821, 64 bit up to 2.15GHz Quad-Core processor",162.41  x  79.79  x 3.6 - 7.99mm,4GB,Up to 26 hours for 4/3G,4cb8ec9403402f5d9f4e36a98b9ef51a0fe68c71.jpg
61,236410,Samsung  GALAXY C9 Pro,"v4.2 (A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP)",16MP Auto-focus Camera with Dual LED Flash (F1.9 aperture),Internal Memory: 64GB (RAM: 6GB),Octa Core Processor 1.95GHz (Snapdragon 653) + 1.4GHz,N/A,1920 x 1080,6.0,"4G FDD-LTE: B1(2100),B3(1800),B5(850),B7(2600),B8(900)",188g,Octa Core Processor 1.95GHz (Snapdragon 653) + 1.4GHz,162.9 (L) x 80.7 (W) x 6.9 (H) mm,Internal Memory: 64GB (RAM: 6GB),N/A,ef2b416c43122029b4f74b02e2a3904b028d148a.jpg
62,236369,Samsung Galaxy S7 edge Black Pearl,N/A,12MP Auto-focus,128GB,"64bit Quad-Core (14nm), 2.15GHz Dual + 1.6GHz Dual",3600mAh,2560 x 1440,5.5,4G FDD-LTE:,157g,"64bit Quad-Core (14nm), 2.15GHz Dual + 1.6GHz Dual",150.9 (L) x 72.6(W) x 7.7 (D) mm,4GB,N/A,9e76ec1101598bd95e0e77e192899654daeaf910.jpg
63,235462,Huawei Mate 9 Pro,Bluetooth 4.2,"20MP Monochrome+12MP RGB, F2.2",128GB,HiSilicon Kirin 960 Octa-core (4 x A73 2.4 GHz + 4 x A53 1.8 GHz),4000mAh non removable battery,"2560x1440 (WQHD), 534 PPI",5.5 inches,"SIM1: 
4G TDD LTE: Band38/39/40/41(100MHz)",約169g,HiSilicon Kirin 960 Octa-core (4 x A73 2.4 GHz + 4 x A53 1.8 GHz),152.0×75.0×7.5 mm,6GB LPDDR4,about 28 hours,0431054f439cad7b8ce983997cbb30fe2aa5abe3.jpg
64,234289,HTC Desire 10 pro,Bluetooth 4.2,"20MP, Laser auto-focus , BSI sensor, f/2.2, 27.8mm lens",64GB,"MediaTek™ Helio™ P10 Octa-Core 2.0GHz, 64-bit processor",3000mAh non removable battery,Full HD (1080x1920),5.5”,FDD-LTE: B1 (2100MHz)/ B3 (1800MHz)/ B5(850MHz) /B7 (2600MHz)/ B8 (900MHz)/ B20 (800MHz) / B28 (700MHz),165g,"MediaTek™ Helio™ P10 Octa-Core 2.0GHz, 64-bit processor",156.5 x 76 x 7.86mm,4GB,Up to 19 hours for 3G,b1c8e7b8f94a03a2a2ef700282dbfb034b5d5004.jpg
65,232700,Xiaomi 5s Plus,Bluetooth 4.2,13MP Dual Camera,128GB,Snapdragon 821 processor max. freq 2.35GHz,3800/3700mAh (min/typ) Non Changeable Lithium-ion polymer battery,1920 x 1080,5.7 inch,"4G FDD-LTE: B1 (2100 MHz), B3 (1800 MHz), B5 (850 MHz), B7 (2600 MHz);",168 g,Snapdragon 821 processor max. freq 2.35GHz,154.6 x 77.7 x 7.95mm,6GB,41hrs,e2bd43186ac18e5bb954367723783907975038a8.jpg
66,230438,LG V20,v4.2 BLE,16 MP (F1.8 Normal 75°) with OIS 2.0 and 8 MP (F2.4 Wide 135°),64GB,Qualcomm Snapdragon 820 Quad-core 2.1GHz,3200 mAh  Removable (Li-Ion),1440x2560,5.7inch,GSM: 850(B5)/900(B8)/1800(B3)/1900(B2) MHz,174g,Qualcomm Snapdragon 820 Quad-core 2.1GHz,159.7 x 78.1 x 7.6,4GB,Up to 480 mins (2G) / Up to 710 mins (3G),f9ca49548c42c22e3ef3c18205980a172cc0ef05.jpg
67,233708,Huawei Mate 9,Bluetooth 4.2,"20MP Monochrome+12MP RGB, F2.2",64GB,HiSilicon Kirin 960 Octa-core (4 x A73 2.4 GHz + 4 x A53 1.8 GHz),4000mAh non removable battery,1080p (1920 x 1080),5.9 inches,SIM1:,190g,HiSilicon Kirin 960 Octa-core (4 x A73 2.4 GHz + 4 x A53 1.8 GHz),156.9×78.9×7.9mm,4GB LPDDR4,about 28 hours,16ad08317930e7f42fc903cec1c9b5058c5e9a99.jpg
68,227527,Xiaomi Redmi Note 4,Bluetooth 4.2,13MP,64 GB,Helio X20 Deca-core Max 2.1GHz,"4000/4100mAh (min/typ) 
Non Changeable Lithium-ion polymer battery",1920 x 1080,5.5 inch,"4G FDD-LTE: B1 (2100 MHz), B3 (1800 MHz), 
B5 (850 MHz), B7 (2600 MHz), B8(900 MHz); 
4G TDD-LTE: B38 (2600 MHz), B39(1900 MHz), 
B40 (2300 MHz), B41 (2555-2655MHz) 
3G WCDMA:  B1 (2100MHz), B2 (1900 MHz), 
B5 (850 MHz), B8 (900 MHz) 
3G TD-SCDMA:  B34 (2000 MHz); B39 (1900MHz) 
2G GSM: B2 (1900 MHz), B3 (1800 MHz), B5 (850 MHz), 
B8(900 MHz)",175 g,Helio X20 Deca-core Max 2.1GHz,151 x 76 x 8.35mm,3 GB,30 hrs,4f4364209850f7c22d86ffe96e0638f4330f3e03.jpg
69,223062,Apple iPhone 7 Plus (128GB),Bluetooth 4.2,New 12-megapixel wide-angle and telephoto cameras,Up to 128GB,A10 Fusion chip,N/A,1920 x 1080 pixels,5.5-inch (diagonal) LED-backlit,FDD-LTE ( 1、2、3、4、5、7、8、12、13、17、18、19、20、25、26、27、28、29、30),188(with battery),A10 Fusion chip,158.2 x 77.9 x 7.3,3GB,21 hours on 3G,92e9882e2423d2df3cae42ceee04d791fab1809c.jpg
70,223460,Apple iPhone 6s Plus (32GB),Bluetooth 4.2,New 12-megapixel iSight camera with 1.22µ pixels,"Up to 32GB, iCloud storage 5GB",A9 chip,N/A,1920 x 1080pixels,Display: 5.5inch (diagonal) widescreen Multi-Touch display,"LTE (頻段 1、2、3、4、5、7、8、12、13、17、18、19、20、25、26、27、28、29)
TD-LTE (頻段 38、39、40、41)",192(with battery),A9 chip,158.2 x 77.9  x 7.3,2GB,24 hours on 3G,1a292893ff0d566b78ff4fda1431a7890fe42a93.jpg
71,223420,Apple iPhone 6s (32GB),Bluetooth 4.2,New 12-megapixel iSight camera with 1.22µ pixels,"Up to 32GB
iCloud storage 5GB",A9 chip,N/A,1334 x 750 pixels,4.7-inch (diagonal) LED-backlit,LTE (頻段 1、2、3、4、5、7、8、12、13、17、18、19、20、25、26、27、28、29),143(with battery),A9 chip,138.3 x 67.1 x 7.1,2GB,14 hours on 3G,b24d05bb7ec8326bb78bf1574c044400dc55b416.jpg
72,223055,Apple iPhone 7 Plus (32GB),Bluetooth 4.2,New 12-megapixel wide-angle and telephoto cameras,Up to 32GB,A10 Fusion chip,N/A,1920 x 1080 pixels,5.5-inch (diagonal) LED-backlit,FDD-LTE ( 1、2、3、4、5、7、8、12、13、17、18、19、20、25、26、27、28、29、30),188(with battery),A10 Fusion chip,158.2 x 77.9 x 7.3,3GB,21 hours on 3G,53df997019ed94e233296e7867dcd225f02f6e0e.jpg
73,223106,Apple iPhone 7 (128GB),Bluetooth 4.2,New 12-megapixel,Up to 128GB,A10 Fusion chip,N/A,1334 x 750 pixels,4.7-inch (diagonal) LED-backlit,FDD-LTE ( 1、2、3、4、5、7、8、12、13、17、18、19、20、25、26、27、28、29、30),138(with battery),A10 Fusion chip,138.3 x 67.1 x 7.1,2GB RAM,14 hours on 3G,e1cb0848e96dee3acde9f339db11048d5847536a.jpg
74,215827,Xiaomi Mi Max,Bluetooth 4.2,16MP,32GB,"Qualcomm Snapdragon 650, 64-bit Hexa-core 1.8Ghz",4670/4850mAh (min/typ) build-in battery,1920 x 1080,6.44 inch,2G: (GSM: B2/B3/B5/B8),203 g,"Qualcomm Snapdragon 650, 64-bit Hexa-core 1.8Ghz",173.1 x 88.3 x 7.5 mm,3GB,N/A,4f429ad87eb6d3b1e736dfcb78e64dd6d59a01d5.jpg
75,222937,Apple iPhone 7 (32GB),Bluetooth 4.2,New 12-megapixel,Up to 32GB,A10 Fusion chip,N/A,1334 x 750 pixels,4.7-inch (diagonal) LED-backlit,FDD-LTE ( 1、2、3、4、5、7、8、12、13、17、18、19、20、25、26、27、28、29、30),138(with battery),A10 Fusion chip,138.3 x 67.1 x 7.1,2GB RAM,14 hours on 3G,28625936e160bbb3763bc88547c182c2f16246c0.jpg
76,218449,Xiaomi Redmi 3S,Bluetooth 4.1,13MP,32 GB,Qualcomm Snapdragon 430 Octa-Core Processor 4x1.4GHz + 4x1.1GHz,4000/4100 MAH (min/typ) build-in battery,1080 x 720,5 inch,2G: GSM B 2/3/5/8,144 g,Qualcomm Snapdragon 430 Octa-Core Processor 4x1.4GHz + 4x1.1GHz,139.3 x 69.6 x 8.5 mm,3 GB,N/A,0b59a8fe67144c83d4d7e3fb947d822cc951d98c.jpg
77,214020,MEIZU Pro 6,V4.1,21.16 mega-pixels camera,64 GB,MediaTek Helio X25 Deca-core processor 4*A53 1.4G + 4*A53 2.0G + 2*A72 2.5G,2560 mAh built in battery,1920 x 1080 (423.6PPI),5.2 inches,"GSM 900/1800/1900 MHz,",160g,MediaTek Helio X25 Deca-core processor 4*A53 1.4G + 4*A53 2.0G + 2*A72 2.5G,147.7 × 70.8 × 7.25mm,4 GB,"(3G) 1140 mins, (2G) 1800 mins",10e434c2d2a3818b11859670c6057e322b812039.jpg
78,215548,Samsung GALAXY C7,"v4.2 (A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP)",16MP Auto-focus Camera with Dual LED Flash (F1.9 aperture),64GB,Octa Core Processor: MSM8953 (Quad A53 2.0 GHz + Quad A53 2.0 GHz)  (64bit Capable),"3,300mAh",1920 x 1080,5.7,"4G FDD-LTE: B1(2100),B3(1800), B7(2600),B8(900)",169g,Octa Core Processor: MSM8953 (Quad A53 2.0 GHz + Quad A53 2.0 GHz)  (64bit Capable),156.5 (L) x 77.1 (W) x 6.8(D) mm,4GB,N/A,b3b6f9680f46c6300d242a62d934d25ef78a8a97.jpg
79,215304,Samsung GALAXY C5,"v4.2 (A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP)",16MP Auto-focus Camera with Dual LED Flash (F1.9 aperture),64GB,Octa Core Processor: MSM8952 (Quad A53 1.5GHz + Quad A53 1.2GHz) (64bit Capable),"2,600mAh",1920 x 1080,5.2,"4G FDD-LTE: B1(2100),B3(1800), B7(2600),B8(900)",143g,Octa Core Processor: MSM8952 (Quad A53 1.5GHz + Quad A53 1.2GHz) (64bit Capable),145.9 (L) x 72.0 (W) x 6.7 (D) mm,4GB,N/A,7e7291db7b8d7a0aab6826f91b4629f0e94245cd.jpg
80,207848,Xiaomi  Mi 5,Bluetooth 4.2,16MP,32GB ROM,Snapdragon 820 Quad-core Kryo 1.8GHz,3000/2910mAh (min/typ),1920 x 1080,5.15 inch,"4G FDD-LTE: B1 (2100 MHz), B3 (1800 MHz), B5 (850 MHz), B7 (2600 MHz)",129 g,Snapdragon 820 Quad-core Kryo 1.8GHz,144.55 x 69.2 x 7.25 mm,3GB RAM,N/A,c5f2d3a40abc9797b6460fcfb75d054572a97c01.jpg
81,206549,Huawei P9 32GB,Bluetooth 4.2,Leica Summarit 12MP Dual Camera,32GB ROM,"Hisilicon Kirin 955 64bit(4xA72 2.5GHz, 4xA53 1.8GHz) ; 16nm",N/A,"1,920 x 1,080",5.2in,High Spec Version:,144g,"Hisilicon Kirin 955 64bit(4xA72 2.5GHz, 4xA53 1.8GHz) ; 16nm",145 (L) × 70.9 (W) × 6.95 ( H) mm,3GB LPDDR3 RAM,N/A,14328e22e387103a9cc3a22ff3607e879b8e2410.jpg
82,206409,Samsung GALAXY J7,"v4.1 A2DP,AVRCP,DI,HFP,HID,HOGP,HSP,MAP,OPP,PAN,PBAP",13MP Auto-focus,16GB,N/A,3400mAh,1920 x 1080,5.5,"4G LTE FDD：B1(2100),B3(1800)",170,N/A,151.7(L) x 76.0(W) x 7.8 (D) mm,3GB,N/A,1c720f19fa78fd99c36786a57dfa27b4976119b0.jpg
