,product_name,Product_Number,Bluetooth,Main Camera Resolution,Internal Memory,Processor,Battery Capacity,Display Resolution,Display Size (inch),Network,Weight (g),Processor,Dimensions,RAM,Talk Time,image
83,204600,LG G5 (LGH860N),v4.2 BLE,16 MP (F1.8 Normal 78°) with OIS 2.0 & 8 MP (F2.4 Wide 135°),32GB,Qualcomm Snapdragon 820 Quad-core 2.2GHz,2800 mAh  Removable (Li-Ion),1440x2560,5.3 inch,GSM 850/900/1800/1900MHz,159,Qualcomm Snapdragon 820 Quad-core 2.2GHz,149.4 x 73.9 x 7.7 mm,4GB,Up to  400 mins (2G) / Up to  620 mins (3G),4fee03d90bceb95f4e84dddfc4977382dfa153d1.jpg
84,204842,Xiaomi Redmi Note 3 (32GB),Bluetooth 4.1,16MP,32GB,"Snapdragon 650, 64-bit hexa-core 1.8GHz",4000/4050mAh (min/typ) Lithium-ion polymer non-removable battery,1920 x 1080,5.5,"4G FDD-LTE: B1 (2100 MHz), B3 (1800 MHz),B5 (850 MHz), B7 (2600 MHz),B8(900 MHz);",164,"Snapdragon 650, 64-bit hexa-core 1.8GHz",150 x 76 x 8.65 mm,3GB,N/A,46d85c00840ea6da5e8e105d1de71d1def68ea06.jpg
85,203469,LG K10 LTE,v4.2 BLE,13 MP Main Camera,16GB,Octa Core 1.14 GHz Processor,2300 mAh,720 x 1280,5.3 inch (720 x 1280) HD In-Cell Touch TFT Display,FDD-LTE	2100(B1) / 1800(B3) / 2600(B7) / 900(B8) MHz,140g,Octa Core 1.14 GHz Processor,146.6 x 74.8 x 8.8,2GB,Up to  900 mins (2G) / Up to  600 mins (3G),7c78292d79dc8c0de17dc18e308657da082ace9e.jpg
86,203814,Samsung GALAXY S7 (G930F),"v4.2 LE(A2DP,AVRCP,DI,HFP,HID,HOGP,HSP,MAP,OPP,PAN,PBAP, SAP)",12MP Auto-focus,32GB,"64bit Octa-Core (14nm), 2.3GHz Quad + 1.6GHz Quad",3000mAh,2560 x 1440,5.1,"4G FDD-LTE: B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),",152g,"64bit Octa-Core (14nm), 2.3GHz Quad + 1.6GHz Quad",142.4 (L) x 69.6(W) x 7.9 (D) mm,4GB,N/A,c1cc2e914e04aa51c45ed61781eb7fe4cd85e16e.jpg
87,203936,Samsung GALAXY S7edge (G9350),"v4.2 LE(A2DP,AVRCP,DI,HFP,HID,HOGP,HSP,MAP,OPP,PAN,PBAP, SAP)",12MP Auto-focus,32GB,"64bit Quad-Core (14nm), 2.15GHz Dual + 1.6GHz Dual",3600mAh,2560 x 1440,5.5,4G FDD-LTE:,157g,"64bit Quad-Core (14nm), 2.15GHz Dual + 1.6GHz Dual",150.9 (L) x 72.6(W) x 7.7 (D) mm,4GB,N/A,1ef00bad25f76c32c91b96cd5cbdf397de651db7.jpg
88,201161,Samsung Galaxy A9 (2016) (A9000),"v4.1 (A2DP, AVRCP, DI, HFP, HID, HOGP, HSP, MAP, OPP, PAN, PBAP)",13MP,32GB,Octa Core Processor: Quad 1.8GHz + Quad 1.4GHz (64bit Capable),4000mAh,1920 x 1080,6,"4G FDD-LTE: B1(2100),B3(1800),B5(850),B7(2600),B8(900)",200,Octa Core Processor: Quad 1.8GHz + Quad 1.4GHz (64bit Capable),161.7 (L) x 80.9 (W) x 7.4 (D) mm,3GB,N/A,0dd5f803ea60a7f8001495a1ae6b43e16ae5177e.jpg
89,194540,Microsoft Lumia 950 XL,"support 4.1, A2DP 1.2, AVRCP 1.4, HID",20 MP Auto focus f/1.9 Camera,32GB and support One drive storage,Qualcomm® Snapdragon 810 Octa-core 2.1GHz processor,3340 mAh,2560 x 1440,5.7-inch Multi-touch,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,165,Qualcomm® Snapdragon 810 Octa-core 2.1GHz processor,151.9 x 79.4 x 8.1 mm,3GB,up to 1140 mins (3G),71f530d1f5e0de117e5e5e9bc477f4d934e91d60.jpg
90,187319,Apple iPhone 6s(128GB),Bluetooth 4.2,New 12-megapixel iSight camera with 1.22µ pixels,"Up to 128GB, iCloud storage 5GB",A9 chip with 64-bit architecture Embedded M9 motion coprocessor,N/A,1334 x 750 pixels,4.7-inch (diagonal) LED-backlit,"LTE (頻段 1、2、3、4、5、7、8、12、13、17、18、19、20、25、26、27、28、29)
TD-LTE (頻段 38、39、40、41)",143(with battery),A9 chip with 64-bit architecture Embedded M9 motion coprocessor,138.3 x 67.1 x 7.1,2GB,14 hours on 3G,f075ca21760ff07000eca00410ee866a0d9bf6cd.jpg
91,187518,Apple iPhone 6s Plus (128GB),Bluetooth 4.2,New 12-megapixel iSight camera with 1.22µ pixels,"Up to 128GB, iCloud storage 5GB",A9 chip with 64-bit architecture Embedded M9 motion coprocessor,N/A,1920 x 1080pixels,Display: 5.5inch (diagonal) widescreen Multi-Touch display,"LTE (頻段 1、2、3、4、5、7、8、12、13、17、18、19、20、25、26、27、28、29)
TD-LTE (頻段 38、39、40、41)",192(with battery),A9 chip with 64-bit architecture Embedded M9 motion coprocessor,158.2 x 77.9  x 7.3,2GB,24 hours on 3G,17ad8b287a77cf4e4aa434a71f7ea04449074dc7.jpg
92,181817,Xiaomi Mi Note,Bluetooth 4.1,13MP,64GB,"Qualcomm® Snapdragon™ 801, quad-core processor with maximum frequency of 2.5GHz,",2900/3000mAh (min/typ),1920 x 1080,5.7 inch,"4G FDD-LTE (B1/3/7)
4G TDD-LTE (B40)
3G WCDMA (850/900/1900/2100MHz)
2G GSM (850/900/1800/1900MHz)",161 g,"Qualcomm® Snapdragon™ 801, quad-core processor with maximum frequency of 2.5GHz,",155.1 x 77.6 x 6.95 mm,3GB,34.4 hours,ea0977e0770f2b596bb43e56b4e79b6cf07d3ffe.jpg
93,129601,Huawei Ascend P7,Bluetooth 4.0,13M,Rom: 16GB,"Hisilicon Kirin 910T, Quad core 1.8GHz CPU",2500 mAh,1920 pixels x 1080 pixels,5.0 inches,"WCDMA 2100 MHz: 1920–1980 MHz (UL), 2110–2170 MHz (DL)",About 124g (including the battery),"Hisilicon Kirin 910T, Quad core 1.8GHz CPU",139.8mm(L）×68.8 mm（W）×6.5 mm（T）,RAM: 2 GB,About 15 hours (depends on the user operation and network condition): about 15 hours,b4c2da8e3a1cc29253cce75d4b58124d8dc1d2b2.jpg
94,135418,Sony Xperia™ T3,Bluetooth™ 4.0,8 Megapixels,Flash：8GB,1.4 GHz Qualcomm MSM8928-2 Quad Core,2500mAh,1280 x 720 pixels,5.3 inch,"GSM GPRS/EDGE 850, 900, 1800, 1900 MHz",148 g,1.4 GHz Qualcomm MSM8928-2 Quad Core,150.7 x 77 x 7mm,RAM: 1GB,UMTS：Up to 14 hours 47 minutes,8bf69b744d2d8a0fc49eacbff31ecd65050d763a.jpg
95,151112,ASUS Padfone S LTE (PF500KL),Support,8MP f/2.0 with PixelMaster Technology,16GB,Qualcomm Snapdragon 400 1.2GHz Quad Core Cpu,2300mAh,1920 x 1080 pixel,5 Inch Touch Screen,GSM/EDGE:  850/900/1800/1900,150 (g),Qualcomm Snapdragon 400 1.2GHz Quad Core Cpu,143.93 x 72.46 x 9.98 (mm),2GB RAM,2G:30hr20m/ 3G:22hr6m,e6162e1fcf3df94118f7d6c9f8204743f291f600.jpg
96,129901,Alcatel onetouch Idol 2 Mini S (6036Y),Bluetooth™ 4.0,8 Megapixels,Flash : 8GB,MSM8926 1.2 GHz Quad-Core,2000mAh,960 x 540 pixels  (qHD),4.5 inch display,WCDMA 850/900/2100,116 g(With Std. Battery),MSM8926 1.2 GHz Quad-Core,129.5 X 63.50 X 8.5 mm,RAM : 1GB,Up to 9 hours (2G) / Up to 13 hours (3G),ec8e6cfbfe02d0e7b103e4e4436a24ffcd9d7f15.jpg
97,135068,Nokia Lumia 930 LTE,"4.0 LE, A2DP, EDR","Main camera sensor: 20 MP, PureView",Up to 32GB,Qualcomm Snapdragon™ 800 Quad-core 2.2 GHz,2420 mAh,1920 x 1080 resolution,6.0 inch touch screen,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,167 g,Qualcomm Snapdragon™ 800 Quad-core 2.2 GHz,137 x 71 x9.8 mm,2GB RAM,Up to 930 mins,a58de6ba63e5d33af8ea558e412e430917847d6e.jpg
98,118882,HTC Desire 610,Bluetooth 4.0 with aptX® enabled,"8MP camera with fixed focus, BSI sensor, f/ 2.4,1080p Full HD video recording",Built in 8GB storage,"Qualcomm® Snapdragon™ 400, Quad Core, 1.2GHz",2040 mAh,540 x 960 pixels,4.7 inch  touchscreen,GSM/ GPRS/ EDGE: 850/ 900/ 1800/ 1900 MHz,143.5（with battery）,"Qualcomm® Snapdragon™ 400, Quad Core, 1.2GHz",143.1 x 70.5 x 9.6,1GB RAM,15.8 hours  (3G),3fb06f9b3cf52b0423cf982d0a5544b00d630792.jpg
99,129546,ASUS Zenfone 6,"4.0, A2DP, EDR",13MP f/2.0 with PixelMaster Technology,32GB,Intel® Atom™ Z2580 2.0 GHz Dual Core Processor with Intel Hyper-Threading Technology,3300mAh,720 x 1280 pixel,6 Inch Touch Screen,GSM 850/900/1800/1900,196(g),Intel® Atom™ Z2580 2.0 GHz Dual Core Processor with Intel Hyper-Threading Technology,166.9 x 84.3 x 9.9 (mm),2GB RAM,Up to 28 hours,05c3efda75d5bd976982605617685b3edc2fd67c.jpg
100,118340,Samsung GALAXY Grand 2 (G7105),4.0,8 Mega-pixel Auto Focus Camera,8GB,1.2GHz Quad Core Processor,2600mAh,1280 x 720,5.25 inch HD,FDD-LTE (800/850/900/1800/2100/2600MHz),N/A,1.2GHz Quad Core Processor,N/A,RAM: 1.5GB,N/A,d41ab51cbc121276da24000b2472102e1e7c0533.jpg
101,111180,AKAI A288,Bluetooth™ 4.0,8 Megapixels,Flash: 8GB,MTK 6592 1.7 GHz 8-Core,2000mAh,1280 x 720 pixels,5 inch display,WCDMA 850/2100,136.30 g(With Std. Battery),MTK 6592 1.7 GHz 8-Core,144.5 X 70.4 X 7.9 mm,RAM: 1GB,GSM/ UMTS: Up to 6 / 8 hours,9e1ed3d9f9315aa438b60a7d5a0e52958c96d107.jpg
102,118278,Samsung GALAXY K Zoom  (C1150),v4.0 with A2DP and AVRCP,20.7 Mega Pixel Main camera,8GB,Hexa-Core (Dual 1.7GHz + Quad 1.3GHz),2430 mAh,720 x 1280,4.8 inch,LTE (800/900/1800/1900/2100/2600),200g,Hexa-Core (Dual 1.7GHz + Quad 1.3GHz),137.5 (long) x 70.8 (wide) x 20.2 (deep) mm,2GB RAM,14 hours (3G),47542be2599e43613cda76405b174717a75187a0.jpg
103,110298,AKAI A890,Bluetooth™ 4.0,5 Megapixels,Flash：4GB,MTK 6582 1.3 GHz Quad-Core,2600mAh,960 x 540 pixels,5.5 inch display,WCDMA 850/2100,169.80 g(With Std. Battery),MTK 6582 1.3 GHz Quad-Core,156.70 X 77.50 X 8.35 mm,RAM : 1GB,GSM/ UMTS: Up to 6 / 10 hours,bdb7ed6b4373b3f4aad6634918a72e09566bdede.jpg
104,110295,Sony Xperia™ M2,Bluetooth™ 4.0,8 MP,Flash：8 MB,1.2 GHz Qualcomm Quad Core Processor,2300mAh,540 x 960pixels,4.8 inch display,"UMTS HSPA+ 900 (Band VIII), 850 (Band V), 2100 (Band I) MHz",148 g,1.2 GHz Qualcomm Quad Core Processor,139.65 x 71.14 x 8.64  mm,RAM: 1 GB,11 hours 14 minutes (2G) / 12 hours 2 minutes (3G),bc13a7059e6bcc3a07a1bca69a30e2e247e38cb2.jpg
105,102413,Nokia 220 Dual SIM,Support 3.0,2.0MP,Up to 16MB,N/A,1100 mAh,QVGA 240 x 320 pixels,2.4 inch,GSM/GPRS/EDGE: 900/1800 MHz,83.4 g,N/A,116.4 X 50.3 X 13.2 mm,Up to 8MB,Up to 900 mins (2G),746342b06c110edf00377696a26ff1a31bce385f.jpg
106,104240,Sony Xperia™ Z1 Compact,Bluetooth™ 4.0,20MP Sony Exmor RS for mobile with 1/ 2.3 inch CMOS sensor,16MB,2.2 GHz Qualcomm MSM8974 Quad Core Processor,2300mAh,1280 x 720 pixels,4.3 inch,"LTE (Bands 1, 2, 3, 4, 5, 7, 8, 20)",137 g,2.2 GHz Qualcomm MSM8974 Quad Core Processor,127 x 64.9 x 9.5 mm,2GB,10 hours (2G) / 18 hours (3G),daeb72d4f939d77f707a6bd7db1187cfb0f9ef32.jpg
107,105863,LG G2 Mini,BT 4.0 BLE,8MP,4GB,Quad-core 1.2GHz Qualcomm,2440 mAh,960 x 540 pixels,4.7 inch,LTE 900/1800/2100/2600MHz,121g,Quad-core 1.2GHz Qualcomm,129.6 x  66.0 x 9.8,8GB ROM / 1GB RAM,Up to 12 hrs (2G) / 17 hrs (3G),fe31368125fc48f7c427bf851bab23c9a0658f78.jpg
108,107426,AKAI A280,Bluetooth™ 4.0,5 Megapixels,Flash: 4GB,MTK 6582 1.3 GHz Quad-Core,2200mAh,960 x 540 pixels (QHD）,5 inch display,WCDMA 850/2100,154 g(With Std. Battery),MTK 6582 1.3 GHz Quad-Core,145 X 74 X 8.9 mm,RAM: 1GB,GSM/ UMTS: Up to 6 / 9 hours,e2c304a4841371eb5f4506f73d8105fc025a0342.jpg
109,98960,Lenovo™ A859,Bluetooth™ 3.0,8 Megapixels,8 GB,MTK 6582 1.3 GHz Quad-Core,2250mAh,1280 x 720 pixels,5 inch display,WCDMA 900/2100,162 g,MTK 6582 1.3 GHz Quad-Core,142 x 72.5 x 9.15 mm,1 GB,GSM/ UMTS: Up to 7.5/10 hours,d41a01f44826535641f9869d94f0461c71d2dbeb.jpg
110,97426,Xiaomi MI3,BT4.0,13.0MP CMOS Camera,16GB ROM,Qualcomm Snapdragon800 Quad Core 2.3GHz,3050 mAh,1920x1080 FULL HD/ 441 PPI,5.0 inch Full-HD IPS Display,GSM850/900/1800/1900 MHz,145 g,Qualcomm Snapdragon800 Quad Core 2.3GHz,144 x 73.6 x 8.1mm,2GB RAM,"WCDMA  25 hours, GSM 25 hours",3744d3458465e556527afa55105d5fd9e90b4f21.jpg
111,98800,Sony Xperia™ T2 Ultra,Bluetooth™ 4.0,13 Megapixels,8 GB,Quad Core 1.4 GHz Qualcomm Snapdragon,3000mAh,1280 x 720 pixels,6 inch,LTE 2600/ 2100/ 1800/ 900/ 850/ 800 MHz,171.7 g,Quad Core 1.4 GHz Qualcomm Snapdragon,165.2 x 83.8 x 7.65mm,1 GB,UMTS：Up to 24 hours,7163680d1f8f48b14434d0e77902ad127f0ab3fd.jpg
112,96500,LG G Pro 2,BT 4.0 BLE,13MP OIS,16GB,Quad-core 2.3GHz Qualcomm  Adreno 330,3200 mAh,1920 x 1080 pixels,5.9 inch,LTE 1800/2600MHz,172,Quad-core 2.3GHz Qualcomm  Adreno 330,157.9 x 81.9 x 8.3,3GB,Upto 8 hrs (2G) / 14 hrs (3G),5085fc13123767ea615dacc3f6b4e69cc9cd5c19.jpg
113,94784,Lenovo™ K910L,Bluetooth™ 4.0,13.0 Megapixels,16GB,N/A,3000mAh,1920 x 1080 pixels,5.5 display (440 ppi),"LTE 850/1800/2100; UMTS 850/900/1900/2100
GSM 850/900/1800/1900",147g,N/A,77.6 x 149.7 x 7.9mm,2GB,GSM/ UMTS: Up to 24/14 hours,c9037bceb11b844c0c05ddd5db094d2641cdb25b.jpg
114,91139,Xiaomi Redmi,BT3.0HS + BT4.0 LE,8MP BSI Camera,4GB ROM,MTK MT6589T Quad Core 1.5GHz,2000mAh,1280 x 720/ 312 PPI,4.7-inch IPS Retina Display,"GSM/900/1800/1900 MHz,",158 g,MTK MT6589T Quad Core 1.5GHz,137 x 69 x 9.9mm,1GB RAM,"WCDMA  420mins, GSM 360mins",8d34c77dfba7fa138f786135b406d56bf9e23366.jpg
115,94460,Ucan MJ,Bluetooth™ 4.0,13 Megapixels,32GB Flash,N/A,3200mAh,1920 x 1080 pixels,5.85 inch display,"LTE Band 2600 /1800 MHz（band1 2100M，band3 1800M，band7 2600M，band8 900M）;
WCDMA 2100 /1800 /900 MHz
GSM850/900/1800/1900",198 g,N/A,158 x 80 x 9.7mm,2GB RAM,20 hours (3G),1be3c4d23575c45c8599131ba7a3f25dccab2ab5.jpg
116,91949,SUGAR 1 (SS129),Bluetooth™ 4.0,13 Megapixels,"RAM: 2GB
Flash: 32MB",Quad Core 1.5GHz,2350mAh,1920 x 1080 pixels,5,"GSM 850/900/1800/1900
WCDMA 900/2100",152G,Quad Core 1.5GHz,144 x 72.5 X 8.2MM,N/A,GSM/ UMTS: Up to 16/10 hours,e2c5714faa22cc16ab2109a448de36b5060e395b.jpg
117,94060,Samsung GALAXY Grand Neo (I9060),"BT 4.0 LE (A2DP,AVRCP,GAP,HFP,OPP,SAP,SPP,HID)",5.0 MP,8GB ROM,N/A,2100mAh,480 X 800,5.01,UMTS (900/2100 MHz) + GSM (850/900/1800/1900 MHz),163g,N/A,143.7(L) x 77.1(W)x 9.6(D),1GB,Upto 11 hrs (3G),d7e4963963af31648828c6914877162242503eaa.jpg
118,89709,Nokia Lumia 1320 LTE,"4.0 LE, A2DP, EDR",5.0MP camera with auto focus,Up to 8GB,Qualcomm Snapdragon™ S4 Dual-core 1.7 GHz,3400 mAh,1280 x 720 resolution,6.0 inch touch screen,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,220g,Qualcomm Snapdragon™ S4 Dual-core 1.7 GHz,164.25 (L)x 85.9 (W) x 9.79 (D),1GB RAM,Up to 1260 mins,e39dfedf6c2e7d2092d00ad2b854bea8ee527196.jpg
119,88777,Samsung GALAXY Golden (i9235),V4.0 (A2DP/AVRCP),8.0 Mega-pixel AF Camera  with LED Flash,16GB ROM,N/A,1820mAh,480 x 800,3.7,LTE (900/1800/2600MHz) + UMTS(1900/2100MHz)+GSM (900/1800MHz),179g,N/A,118 (L) x 59.5(W) x 15.8(D),1.5GB,Upto 11 hrs (3G),96ac4cb944fe00b938420ad9f32d0d6093235bba.jpg
120,88258,LG G Flex,N/A,13MP,32GB,N/A,3500 mAh,1280 x 720,6 inch,"LTE 1800/2600 MHz, WCDMA 900/2100 MHz, GSM 900/1800/1900 MHz",177g,N/A,160.5(L) x 81.6(W) x 8.7(D),2GB,Upto 9.5 hrs (2G) / 13.5 hrs (3G),98bbf176b3e9d97b93f08ac95cdd24e452e699ec.jpg
121,88597,Nokia Lumia 525,"4.0 LE, A2DP, EDR",5MPix Auto-Focus Camera,up to 8 GB,Qualcomm® 1.0 GHz Dual Core,1430mAh,WVGA 800 x 480 pixel,4.0,"GSM/GPRS/EDGE: 850/900/1800/1900 MHz

HSPA/WCDMA: 900/2100 MHz",124 g,Qualcomm® 1.0 GHz Dual Core,119.9(L) x 64(W) x 9.9(D),1GB RAM,Up to 636 mins,2cb9dadc63482b7d3b6c3290bcf7e00e03c05a81.jpg
122,88213,Lenovo™ S930,Bluetooth™ 3.0,8.0 MP,8GB,MTK 6582 1.3GHz Quad Core Processor,3000mAh,1280 x 720 pixels （245ppi）,6 inch,WCDMA 2100Mhz /900Mhz  GSM900/1800Mhz/1900Mhz,170g,MTK 6582 1.3GHz Quad Core Processor,170(L)x6.5(W)x8.65(D),1GB,UMTS: Up to 10 hours   GSM/GPRS: Up to 14 hours,961c0186aa5cbc640f87bcf62690942a7ca2d7ad.jpg
123,86121,Samsung GALAXY Express 2 (G3815),V4.0 (A2DP/AVRCP),5.0 Mega-pixel AF Camera,8GB,N/A,2100mAh,qHD (960 x 54),4.5,"FDD-LTE (800/900/1800/2600MHz) 
WCDMA (850/900/2100MHz)+GSM (850/900/1800/1900MHz)",134.2,N/A,132.44(L) x 65.76(W) x 9.8(D),1.5 GB,Upto 11 hrs (3G),94795597905e8cb5866953055f158bb4add27b66.jpg
124,84438,Samsung GALAXY Trend Lite (S7392),V4.0 (A2DP/AVRCP),3.0 Mega-pixel Camera,N/A,N/A,1500mAh,WVGA (480x800),4,"Dual SIM Smartphone
SIM 1 UMTS (900/2100 MHz) + GSM (850/900/1800/1900 MHz)
SIM 2 UMTS (900/2100 MHz) + GSM (850/900/1800/1900 MHz)",126,N/A,121.5(L)x63.1(W)x 10.85(D),512MB,up to 8 hrs (3G),e2d10cbb1011f57ad4951977c0a82b76618d1b8f.jpg
125,84658,Samsung GALAXY Note 10.1 2014 Edition,V4.0 (A2DP/ AVRCP/ HFP/ HSP/ HID),8 Mega-pixel Auto Focus camera,N/A,N/A,8220mAh,2560x1600 pixel,10.1 inch,"FDD-LTE (800/850/900/1800/2100/2600MHz)
WCDMA (850/900/1900/2100MHz) + GSM (850/900/1800/1900MHz)",547,N/A,243.1(L) x 171.4(W) x 7.9(D),3GB,Upto 40 hrs (3G),5c8586fa441cf3d741f7d35ff2aee2998e67d049.jpg
126,3021,ASUS PadFone Infinity,"Support4.0, A2DP, EDR","13MP Sony BSI Sensor, f/2.0 Aperture, 5-element lens, auto focus",up to 64GB,Qualcomm® Snapdragon™ 600 Quad-core CPU (running at 1.7GHz),2400 mAh,1920 x 1080 pixels,5.0 inch touch screen,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,Handset : 145g,Qualcomm® Snapdragon™ 600 Quad-core CPU (running at 1.7GHz),143.5 x 72.8 x 8.9mm,2GB RAM,Up to 19 hours (3G),81cff1b9c9c727dd7a2d5980ea851e911da7be7a.jpg
127,4784,Samsung Galaxy SII Plus,"V4.0Support A2DP, AVRCP",8.0M,8GB,1.2GHz Dual-core Processor,1650mAh,480 x 800 pixels,4.3,UMTS (850/900/1900/2100 MHz) + GSM (850/900/1800/1900 MHz),121,1.2GHz Dual-core Processor,125.3 (L) x 66.1 (W) x 8.49 (D) mm,1GB RAM,"up to 850 mins (2G), up tp 540 mins (3G)",144709f80f2372599985aa16ba1e276b4eec1f18.jpg
128,81201,Nokia Lumia 1520,"4.0, A2DP, EDR","Main camera sensor: 20 MP, PureView",Up to 32GB,Qualcomm Snapdragon™ 800 Quad-core 2.2 GHz,Build in Battery,1920 x 1080 resolution,6 inches Clear Black IPS touch screen,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,209,Qualcomm Snapdragon™ 800 Quad-core 2.2 GHz,162.8 x 85.4 x 8.7 mm,2GB,Up to 1506 mins,c7f0992791be25b99e93df73327a79793a9ed690.jpg
129,9175,Huawei Ascend P2 LTE,Bluetooth 4.0+EDR,1300萬像素自動對焦相機,16GB,Quad-core 1.5 GHz,2420mAh,1280 x 720,4.7,"LTE (800/1800/2100/2600MHz)
UMTS (900/2100MHz)",122,Quad-core 1.5 GHz,136.2 mm x 66.7 mm x 8.4 mm,1GB RAM,16.7小時(2G) ; 12.7小時(3G),f7e70c632d31fd1041b254c3a73784eaf1ea5a4f.jpg
130,6561,Samsung GALAXY Note II,V4.0 Support (aptX),8.0M,16GB,Quad core,"3,100mAh",1280 x 800 pixels,5.55,UMTS (850/900/1900/2100MHz) + GSM (850/900/1800/1900MHz),180g,Quad core,151.1 x 80.5 x 9.4 mm,2GB RAM,"up to 26 hrs (2G), up to 13.5 hrs (3G)",354de91e313e2e9f92c6ca8d971d17ad3c2d4d48.jpg
131,9380,MEIZU MX2 (16GB),V4.0,8.0M BSI Lens,16GB ROM,1.6GHz Cortex-A9 Quad Core,1800 mAh,"800 x 1280 pixels(WXGA) ,347PPI",4.4,GSM  900 / 1800 WCDMA 2100,142g,1.6GHz Cortex-A9 Quad Core,124.9 (L) x 64.9 (W) x 10.2 (D) mm,2GB RAM,WCDMA up to 600 mins / GSM up to 780 mins,f887811a361169791f70652fe2db74133e69bd28.jpg
132,9584,MEIZU MX2 (32GB),V4.0,8.0M BSI Lens,32GB ROM,1.6GHz Cortex-A9 Quad Core,1800 mAh,"800 x 1280 pixels(WXGA) ,347PPI",4.4,GSM  900 / 1800 WCDMA 2100,142g,1.6GHz Cortex-A9 Quad Core,124.9 (L) x 64.9 (W) x 10.2 (D) mm,2GB RAM,WCDMA up to 600 mins / GSM up to 780 mins,53675bd58931159a31f2687853f3e11655027e42.jpg
