,product_name,Product_Number,Bluetooth,Main Camera Resolution,Internal Memory,Processor,Battery Capacity,Display Resolution,Display Size (inch),Network,Weight (g),Processor,Dimensions,RAM,Talk Time,image
133,17094,Samsung GALAXY S4,"V4.0Support A2DP, AVRCP",13.0M,16GB,Exynos5 1.6GHz quad-core +1.2GHz quad-core,2600mAh,1920x1080 pixels,5,LTE (800/1800/2600MHz) + UMTS (850/900/2100MHz) + EDGE/GSM (850/900/1800/1900MHz),130g,Exynos5 1.6GHz quad-core +1.2GHz quad-core,136.6 x 69.8 x 7.9 毫米,Support2GB RAM,up to 17 hrs (3G),48d9f31c9ae75d58aa4602562d0c2d73807dab28.jpg
134,29847,Huawei Ascend P1 LTE,Support,8.0M,4GB,1.5GHz Dual core,1670mAh,960 x 540,4.3 inches,HSPA/LTE,135g,1.5GHz Dual core,9.9mm x 132.5mm x 65.4mm,1GB,9 hours (2G) / 10 hours (3G) / 10 hours (LTE),bd650a18068d9194bce05b836dbbbe9d4cc44e8c.jpg
135,11601,Nokia C2-01,"Support, Stereo Bluetooth (A2SP), Bluetooth 2.1 EDR",3.2MP,60MB Built-in memory,N/A,1020 mAh,320 x 240 pixels(QVGA),2.0 inches,GSM/EDGE 850/900/1800/1900;,89g,N/A,109.6 x 46.9 x 14.6mm,N/A,Up to 270 mins,6b0fa456c85f30db1f24ba53f5802672101d855e.jpg
136,30114,LG Optimus G,V4.0,1300M,32GB ROM,Qualcomm Snapdragon S4 Pro 1.5GHz Quad-Core Processor,2100 mAh Li-Polymer,768 x 1280 pixels,4.7 inch,LTE:   LTE: 800/900/1800/2100/2600 MHz & UMTS 900/2100 MHz,145g,Qualcomm Snapdragon S4 Pro 1.5GHz Quad-Core Processor,131.9x 68.9 x 8.5 mm,2GB RAM,15/13 hrs (2G/3G),617a19cc94e89284db2e4818c8b3612bd5bd882d.jpg
137,29901,LG Optimus F5,SupportV4.0,500M,8GB ROM,MSM8960 1.2 GHz Dual-Core,Standard battery Li-Ion 2150 mAh,540 × 960 pixels,4.3-inch qHD,LTE (800/1800/2600MHz),131g,MSM8960 1.2 GHz Dual-Core,126.04 × 64.46 ×9.3mm,1GB RAM,up to 12 hrs (2G); up to 8 hrs (3G),1944d2f2e859dca8c09ea58b18668028882295de.jpg
138,29795,Huawei Ascend Y210,Support,2.0MP FF Camera,512MB,Qualcomm 1 GHz,1700mAH,480 x 320 (HVGA),3.5 inches,HSDPA,120g(with battery),Qualcomm 1 GHz,117 x 62 x 12.6 mm,256MB,"560 mins (2G), 760 mins (3G)",b551c386655a4012b809aab88b3e7c5272d69df1.jpg
139,30358,Samsung Galaxy Pocket Plus,Not Support,2.0M,N/A,850MHz Processor,1200mAh,240 x 320  pixels,2.8 inch,UMTS (900/ 2100 MHz) + GSM (850/ 900/ 1800/ 1900 MHz),97.2g,850MHz Processor,104.9 (L) x  57.9  (W) x 11.98  (D) mm,512MB,Up to 17 hr (2G); Up to 5.6 hr (3G),36fbe20fddab16fe90b7f354a10fc02ffe7a12e7.jpg
140,30300,Nokia Lumia 720,"Support3.0, A2DP, EDR",6.7 megapixal Zeiss optics with auto focus,Support (Up to 8GB),"Qualcomm® S4 1.0 GHz, Dual Core","2,000 mAh",480 x 800 pixels,4.3 inch,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,N/A,"Qualcomm® S4 1.0 GHz, Dual Core",127.9  (L) x 67.5 (W)x 9 (D) mm,512MB RAM,Up to 804 mins,05085007755f8e73f8f02bf30bcf49f0f7eeb708.jpg
141,30411,Sharp SH930W,V4.0,8.0M,32GB ROM,N/A,N/A,1920 x 1080 pixels(TFT),5.0 inch,GSM 850 / 900 / 1800 / 1900 UMTS 900/1900/2100,144.8g,N/A,138.9 (L) x 71.5 (W) x 9.1 (D) mm,2GB RAM,WCDMA up tp 480 mins / GSM up to 840 mins,02d077c258cfe671f6aa8787a4ad245aea74bcf5.jpg
142,30510,Sharp SH837W,V4.0,8.0M,4GB ROM,N/A,N/A,"720 x 1280 pixels(TFT), 314ppi",4.7 inch,GSM 850 / 900 / 1800 / 1900 CDMA 900/2100,137g,N/A,133.9 (L) x 67.6 (W) x 8.9 (D) mm,1GB RAM,WCDMA up to 427 mins / GSM up to 550 mins,7252d70a454ab3e9bada17252b2cdf753ba8a1f1.jpg
143,30813,Samsung GALAXY S4 Zoom,Support Bluetooth 4.0 with A2DP and AVRCP,1600萬像素自動對焦相機,8GB,Dual Core 1.5GHz,2330mAh,960 x 540 pixels,4.3 inch,WCDMA (850/900/1900/2100 MHz) + GSM (850/900/1800/1900 MHz),208g,Dual Core 1.5GHz,125.5 x 63.5 x 15.4 mm,1.5GB RAM,13 hours (3G),6796d62af744431c4d47b963336dda5d15a595cc.jpg
144,31116,Sony Xperia™ Z Ultra (HSPA),Support Bluetooth 4.0,8.0 MP Sony Exmor™ RS for mobile,Up to 16GB,2.2 GHz 四核心Qualcomm Snapdragon 800處理器,3000mAh,1920 × 1080 pixels,6.44 inch,"UMTS/HSPA+ 850, 900, 1700, 1900, 2100 MHz; GSM/GPRS/EDGE 850, 900, 1800, 1900MHz",212g,2.2 GHz 四核心Qualcomm Snapdragon 800處理器,179.4 × 92.2 × 6.5 mm,2GB RAM,11 hours (GSM);14hours (UMTS),cb93a45a0325dfffe725cf64f6d5d810c81d033d.jpg
145,52905,MEIZU MX3 (64GB),Support V4.0,8 mega-pixels back-illuminated camera,64GB,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),2400mAh,1800X1080 ( 415PPI),5.1 inches,"GSM 850/900/1800 MHz, WCDMA 850/2100 MHz",143g,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),139 × 71.9 ×9.1mm,2GB RAM,"WCDMA 840mins, GSM 720mins",69c232a6476c2c030bc6fc06342c2a92a3f09135.jpg
146,31692,Sony Xperia Z Ultra (LTE),Support Bluetooth 4.0,800 萬像素Sony Exmor™ RS for mobile影像感測器,Up to 16GB,2.2 GHz 四核心Qualcomm Snapdragon 800處理器,3000mAh,1920 x 1080 pixels,6.44 inch,LTE 2600/ 2100/ 1900 / 1800/ 1700 /900/ 850/ 800 MHz; UMTS/HSPA+  2100/ 1900/ 1700/ 900/ 850 MHz; GSM/GPRS/EDGE 850/ 900/ 1800/ 1900MHz,212g,2.2 GHz 四核心Qualcomm Snapdragon 800處理器,179.4 x 92.2 x 6.5 mm,2GB RAM,UMTS網絡通話時間：最長達14小時; GSM/GPRS網絡通話時間：最長達11小時,925133c9e05e7bf481fdc4221fcb6505744f3ac9.jpg
147,31163,Nokia Lumia 925,"Support3.0, A2DP, EDR",870萬像素蔡司光學鏡頭具備自動對焦，PureView 和光學影像穩定技術; F2.0 光圈和 26mm 鏡頭,Up to 16GB,"Qualcomm® S4 1.5 GHz, Dual core",2000mAh,768 x 1280 pixels,4.5 inch,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,139g,"Qualcomm® S4 1.5 GHz, Dual core",129 x 70.6 x 8.5 mm,1GB RAM,至長可達760分鐘,3ddadec96f04741a6b44a18148ba3e6aaf4fed6e.jpg
148,72341,Samsung GALAXY ACE III LTE,V4.0 (A2DP/AVRCP),5.0 Mega-pixel AF camera,8GB ROM,1.2GHz Dual Core Processor,1800mAh,WVGA (480 x 800 pixels),4.0 inch,FDD-LTE (800/900/1800/2600MHz),119.8g,1.2GHz Dual Core Processor,121.2 (L) x 62.7(W) x 10(D),1GB,Up to 10 hrs (3G),7ac3480f21cb2edb3939c5b43a6e083636974aa0.jpg
149,52437,Sony Xperia™ Z1,Support Bluetooth™ 4.0,20.7M (with Sony Exmor™ RS for mobile CMOS sensor),Up to 16 GB (Support SDXC),Snapdragon 800 2.2Ghz Quad-Core Processor,3000mAh,1920 x 1080 pixels（441ppi）,5 inches,LTE 2600/ 2100/ 1900 / 1800/ 1700 /900/ 850/ 800 MHz,170g,Snapdragon 800 2.2Ghz Quad-Core Processor,144 (L) x 74 (W) x 8.5 (D),2GB RAM,UMTS：Up to 15 hours GSM/GPRS：Up to13.8 hours,ae1232474ad99162cad9fcc9d61e7fa6c4c8c380.jpg
150,57849,HTC One max,"aptX™ technology Bluetooth 4.0, A2DP",HTC UltraPixel Camera,Up to 16GB,Qualcomm ® Snapdragon™ 600 Quad-core 1.7 GHz,"3,300 mAh","1,080 x 1,920 pixels",5.9 touchscreen,EDGE/GPRS/GSM :850/900/1800/1900 MHz,217g,Qualcomm ® Snapdragon™ 600 Quad-core 1.7 GHz,164.5 x 82.5 x 10.29mm,2GB RAM,Up to 25 hours (WCDMA),f6cc7f4d75c2b1cfa7d6296e9e2aac588c3dd90a.jpg
151,53118,ASUS The New Padfone Infinity + P05 Docking,"Support 4.0, A20P,EDR","13MP Sony BSI Sensor, f/2.0 with PixelMaster Technology",32GB,Qualcomm® Snapdragon™ 800 Quad-core CPU (running at 2.2GHz),"2,400mAh Phone (A86)",1920 × 1080 pixel- Phone (A86),5 Inch Touch Screen - Phone (A86),GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,Support,Qualcomm® Snapdragon™ 800 Quad-core CPU (running at 2.2GHz),143.5 × 72.8 × 8.9（mm）- Phone (A86),2GB RAM,Up to 19 Hours (3G),37d912cf502264413562a0754d8df6a0d5b1a06d.jpg
152,53291,ASUS The New Padfone Infinity,"Support 4.0, A2DP, EDR","13MP Sony BSI Sensor, f/2.0 with PixelMaster Technology",64GB,Qualcomm® Snapdragon™ 800 Quad-core CPU (running at 2.2GHz),"2,400mAh Phone (A86)",1920 × 1080 pixel- Phone (A86),5 Inch Touch Screen - Phone (A86),GSM/GPRS/EDGE：850 / 900 / 1800 / 1900 MHz,145(g) -Phone (A86),Qualcomm® Snapdragon™ 800 Quad-core CPU (running at 2.2GHz),143.5 x 72.8 x 8.9(mm) – Phone (A86),2GB RAM,Up to 19 Houre (3G),426711790a2903e06350fd4c79b675b1cb6a0f13.jpg
153,51919,LG G2,Support Bluetooth 4.0 BLE,13 MP,32GB,Snapdragon 800 2.3Ghz Quad-Core Processor,"Standard battery, 3000 mAh (Li-Po)",1920 x 1080 pixels,5.2 inch,2G Network  - 850/900/1800/1900 MHz,143g,Snapdragon 800 2.3Ghz Quad-Core Processor,138.5 (L) x 70.9(W) x 9.1(D),2GB RAM,Up to 16.5 hrs (2G) / Up to 17.5 hrs (3G),7edb18ec104ef4d4545c02cd59f5b86031fdc8ff.jpg
154,51721,Sony Xperia™ Z Ultra 4G LTE+,Support Bluetooth 4.0,8.0 MP Sony Exmor™ RS for mobile,Up to 16GB,2.2 GHz Quad-core Snapdragon 800,3000mAh,1920 x 1080 pixels,6.44 inch,LTE 2600/ 2100/ 1900 / 1800/ 1700 /900/ 850/ 800 MHz,212g,2.2 GHz Quad-core Snapdragon 800,179.4 x 92.2 x 6.5 mm,2GB RAM,UMTS：Up to 14 hours GSM/GPRS：Up to 11 hours,5c70db1c26bb381134c5a34fca2f232882e4a549.jpg
155,52327,Nokia Lumia 1020,"Support Bluetooth 3.0, A2DP, EDR","Main camera sensor: 41 MP, PureView",up to 256MB,Qualcomm Snapdragon™ S4 Dual Core 1.5 GHz,2000 mAh,768 x 1280 pixels,4.5 inch,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,158g,Qualcomm Snapdragon™ S4 Dual Core 1.5 GHz,130.4 (L) x 71.4 (W) x 10.4 (D),up to 64MB,Up to 798 mins,215e360687be7f26cd9c4d4fed9a087ee823696a.jpg
156,21054,Samsung GALAXY S4 LTE,"V4.0Support A2DP, AVRCP",13.0MP,16GB,Qualcomm 1.9GHz Quad Core processor (4G),2600mAh,1920x1080 pixels,5,LTE (800/1800/2600MHz),130g,Qualcomm 1.9GHz Quad Core processor (4G),136.6 (L) x 69.8 (W) x 7.9 (D) mm,Support2GB RAM,up to 17 hrs (3G),342789bc0c64b3659929b62b0ba847f061bb9814.jpg
157,52355,MEIZU MX3 (32GB),Support V4.0,8 mega-pixels back-illuminated camera,32GB,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),2400mAh,1800X1080 ( 415PPI),5.1 inches,GSM 850/900/1800 MHz,143g,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),139 × 71.9 ×9.1mm,2GB RAM,"WCDMA 840 mins, GSM 720 mins",9bef10d2da45dbc80de2ca1f722ec833aae53304.jpg
158,31597,BlackBerry Q5,Support Bluetooth 4.0,5MP,8 GB,Dual Core 1.2 GHz Qualcomm MSM8960D,2180mAh,720 x 720 pixels (329PPI),3.1 inch,LTE 2600/1800/900/800 MHz,120g,Dual Core 1.2 GHz Qualcomm MSM8960D,120 x 66 x 10.8 mm,2GB RAM,GSM: up to 10 hours,e78da199e688aab200f78e02241fc2015efbfe3f.jpg
159,29741,ASUS PadFone Infinity + Docking,"Support 4.0, A2DP, EDR","13MP Sony BSI Sensor, f/2.0 Aperture,5-element lens,auto focus,LED flash",64GB,Qualcomm® Snapdragon™ 600 Quad-core CPU (running at 1.7GHz),"2,400mAh - Handset",1920 x 1080 pixels - Handset,5 inch touch screen (Handset),GSM/GPRS/EDGE: 850/900/1800/1900 MHz,145g - Handset,Qualcomm® Snapdragon™ 600 Quad-core CPU (running at 1.7GHz),143.5 x 72.8 x 8.9 mm - Handset,2GB RAM,Up to 19 hours (3G),bc3dc4de437adbcba9eebef94b40ddf683c3d0af.jpg
160,57554,BlackBerry Curve 9320,Bluetooth 2.1,3.2 MP,512 MB eMMC,Tavor MG1 806 MHz,1450mAh,320 x 240  pixel sqVGA,2.44,UMTS (2100/1900/850/800 MHz),103 g,Tavor MG1 806 MHz,109 x 60 x 12.7 mm,512 MB RAM,Up to 7 hours,6c4e0df89a4be44ea1fe6bdb441ccbe71966667f.jpg
161,9637,HTC Butterfly s,"Enable aptX™ technology Bluetooth 4.0, A2DP","- HTC UltraPixel Camera, BSI sensor, Pixel size 2.0 µm, Sensor size 1/3 inch (providing better low-light photographt) F2.0 aperture and 28 mm lens",Support up to 16GB,Qualcomm® Snapdragon™ 600 1.9 GHz Quad-core processor,Support,"1,080 x 1,920 pixels",5 inch touch screen,EDGE/GPRS/GSM : 850/900/1800/1900 MHz,160,Qualcomm® Snapdragon™ 600 1.9 GHz Quad-core processor,144.5 x 70.5 x 10.6mm,2GB RAM,Up to 1500 minutes,7911e670d0a1a160adf0738b13b1aa2fb70a3531.jpg
162,57714,BlackBerry Bold™ 9790,Bluetooth v2.1,5.0 MP,8GB eMMC,Marvel Tavor MG1 1 GHz,1250mAh,N/A,2.45,UMTS (2100/1900/850/800 MHz),107g,Marvel Tavor MG1 1 GHz,110 x 60 x 11.4 mm,768 MB RAM,Up to 5.3 hours,ace27461505f044b25e1d45bed83c3c39f26e14d.jpg
163,119,BlackBerry Z10,Support Bluetooth™ 4.0,8.0M,Flash memory: Up to 16 GB,Dual Core 1.5 GHz Qualcomm MSM8960,1800mAh,1280 x 768 pixels(356ppi),4.2 touch screen,LTE 2600/1800/900/800 MHz,136,Dual Core 1.5 GHz Qualcomm MSM8960,130 x 65.6 x 9,2GB,up to 8 hrs (GSM); up to 10 hrs (UMTS),1b5e94290c0492a7bf9789cd7baead2b9d826337.jpg
164,8037,HTC The new HTC one,"aptX™ technology Bluetooth 4.0, A2DP","- The HTC UltraPixel camera with auto focus, BSI sensor, the pixel size 2.0 µm, the sensor size 1/3 inch (provides better low light photofraphy)",Support (up to 32GB),"Qualcomm® Snapdragon 600, Quad Core, 1.7GHz",2300 mAh,1080 x 1920 pixels,4.7 inch touch screen,EDGE/GPRS/GSM : 850/900/1800/1900 MHz,143g,"Qualcomm® Snapdragon 600, Quad Core, 1.7GHz",137.4 x 68.2 x 9.31mm,2GB RAM,Up to 1140 minutes,1c1f831fcf38fcfd8f49d5066b4f04df5a642680.jpg
165,30916,Huawei Ascend P6,Support,8 MP full HD,8 GB,Quad core 1.5 GHz CPU K3V2+Intel XMM6260,2000mAh,1280 x 720 pixels HD,4.7 inch,GSM (850/900/1800/1900MHz),120g,Quad core 1.5 GHz CPU K3V2+Intel XMM6260,132.65 x 65.5 x 6.18 mm,2GB RAM,Upto 14.5 hrs (3G) / 28.2 hrs (2G),1c849219621b41a8a4ca8964d644f2f75a7768b2.jpg
166,52484,MEIZU MX3 (16GB),Support V4.0,8 mega-pixels back-illuminated camera,16GB,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),2400mAh,1800X1080 ( 415PPI),5.1 inches,"GSM 850/900/1800 MHz, WCDMA 850/2100 MHz",143g,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),139 × 71.9 ×9.1mm,2GB RAM,"WCDMA 840 mins, GSM 720 mins",88399b6f3da69ed19593673034b0f0ae127c8216.jpg
167,8914,LG Optimus G Pro,SupportV4.0,1300M,16GB ROM,Snapdragon 600 Quad-Core Processor,3140mAh,1920 x 1080 pixels,5.5,LTE1800/2600 MHz,172g,Snapdragon 600 Quad-Core Processor,150.2 x 76.14 x 9.4 mm,2GB RAM,Up to31 Hr (2G) / Up to 21 hr(3G),f43bc594ddfde299c79a38d4f10a8cdf6ccd2011.jpg
168,31375,Nokia Lumia 625,"Support4.0, A2DP, EDR",5.0 MP with autofocus,Up to 8GB; Free SkyDrive cloud storage 7 GB,"Qualcomm® S4 1.5 GHz, Dual core",2000mAh,400 x 800 pixels,4.7 inch,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,159g,"Qualcomm® S4 1.5 GHz, Dual core",133.25 x 72.25 x 9.2 mm,512MB RAM,Up to 912 mins,54f03c29a9fe0b57083af67cd7dd077d8ca64c17.jpg
169,11183,Nokia Lumia 520,"Support3.0, A2DP, EDR",5MP CMOS camera with auto focus F2.4 aperture and 28mm lens,"Support 64GB
SkyDrive cloud storage provides 7GB","Qualcomm® S4 1.0 GHz, Dual Core",1430 mAh,480 x 800 pixels,4 inch touch screen,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,124g,"Qualcomm® S4 1.0 GHz, Dual Core",119.9 x 64 x 9.9 mm,512MB RAM,Up to 580 mins,acdf73e816aca823cce70440d78b109005e39b18.jpg
170,51761,Nokia 208 Dual SIM,"Support 3.0, A2DP, EDR",1.3MP,up to 256MB,Single core,1020mAh,240 x 320 pixels,2.4 inch display,"GSM/GPRS/EDGE:850/900/1800/1900 MHz
HSPA/WCDMA:  900 / 2100 MHz",90.6 g,Single core,114.2 x 50.9 x 12.8 mm,up to 64MB,"Up to 720 mins (2G), 270 mins (3G)",e2fb1be80e327b5a1218f2a164439e19712feb40.jpg
171,10762,Nokia 301,"Support3.0, A2DP, EDR",3.2MP,256 MB ROM,N/A,"1,200 mAh",320 x 240 pixels,2.4 inch screen,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,102g,N/A,114 (L) x 50 (W)x 12.5 (D) mm,64MB RAM,Up to 1200 mins,9f9132467cc99fb8697ae37d7036edffda1e2a10.jpg
172,9016,Samsung GALAXY Mega,v4.0 (aptX / LE / A2DP/ AVRCP),8MP,16GB,1.7GHz Dual-Core Processor,3200mAh,1280 x 720,6.3,LTE (800/900/1800/2600MHz),199,1.7GHz Dual-Core Processor,167.6 (L) x 88 (W) x 8 (D) mm,1.5GB RAM,"26.5hrs (2G), 17 hrs (3G)",3ea199e655414c38f5215be2e878123197f27166.jpg
173,21226,Samsung GALAXY Note 8.0,V4.0Support (A2DP/ AVRCP/ HFP/ HSP/ HID),5.0MP,16GB,1.6 GHz Quad Core,4600mAh,1024x800 pixels,8 inch,LTE (800/900/1800/2600MHz),340g,1.6 GHz Quad Core,210.8(L) x 135.9(W) x 7.95(D) mm,2GB RAM,up to 28 hrs (2G); 24 hrs (3G),5007cc9eaaecf7cd011e3e7a06fa04a27c5e6c30.jpg
174,11885,Samsung GALAXY Core,V3.0 (A2DP),5.0M with auto focus,8GB ROM,1.2GHz Dual Core Processor,1800mAh,Not Support,4.3,"SIM Slot 1:
UMTS(900/2100)+ GSM（850/900/1800/1900MHz）",120g,1.2GHz Dual Core Processor,129.3 (L) x 67.56 (W) ) x 8.95 (D),1GB RAM,"Up to 14 hrs(2G), Up to 9 hrs(3G)",00c0b11815b80c0ef8e0e4d03ea3f20ab501e918.jpg
175,11958,Samsung GALAXY Express,V4.0 (A2DP/ AVRCP),5.0M with AF,8GB ROM,1.2 GHz Dual-core Processor,2000mAh,WVGA (480 x 800 pixels),4.5,LTE (800/900/1800/2600MHz),137.2,1.2 GHz Dual-core Processor,132.7 (L) x 69.1 (W) x 9.3 (D) mm,1GB RAM,"up to 480 mins (2G), up to 360 mins (3G)",d6774bc7eea32b7484ac9370c775c6b3633f26ce.jpg
176,6173,Samsung GALAXY Note II LTE,SupportV4.0 (aptX),8.0MP,16GB,1.6GHz Quad Core processor,"3,100mAh",1280 x 720 pixels,5.55,LTE (800/900/1800/2600MHz),182g,1.6GHz Quad Core processor,151.1 (L) x 80.5 (W) x 9.45 (D) mm,2GB RAM,"up to 24 hrs (2G), up to 16.5 hrs (3G)",e2ff84c0db222550ef1a99a51eeefead05fa1576.jpg
177,7696,Sony Xperia™ SP,"Support, Bluetooth™ 4.0",8.0M,Flash Memory: Up to 8GB,1.7 GHz Qualcomm MSM8960 Pro dual core,2370mAh,1280 x 720 pixels,4.6 touch screen,"LTE 800, 850, 900, 1800, 2100, 2600 MHz",155,1.7 GHz Qualcomm MSM8960 Pro dual core,130.6 x 67.1 x 9.98,1GB RAM,10 hours 25 minutes (GSM); 18 hours 53 minutes (UMTS),54a5023c65d7e17bf723264842c576b7e2d98c05.jpg
178,9383,Sony Xperia™ ZR,N/A,13.0M,8GB,Quad core,2300Ah,1280 x 720 pixels,4.6 touch screen,"LTE 800, 850, 900, 1800, 2100, 2600 MHz",138,Quad core,131.3 x 67.3 x 10.5 mm,2GB RAM,UMTS: Up to 13 hours;,8dc390f8667ae3fbf446b3983e8307b2fd33e5ef.jpg
179,31644,Sony Xperia™ M,Support Bluetooth 4.0,5.0 mega pixels,4GB,Dual Core 1 GHz Qualcomm MSM8227,1700mAh,854 x 480 pixels,4 inch,"UMTS HSPA+ 900 (Band VIII), 2100 (Band I) MHz; GSM GPRS/EDGE 850, 900, 1800, 1900 MHz",115g,Dual Core 1 GHz Qualcomm MSM8227,124 x 62 x 9.3 mm,1GB RAM,GSM: Up to10 hours 16 minutes; UMTS: Up to 9 hours 3 minutes,3aba86acccf7f8d311e728b9db5601fb8892f409.jpg
180,7865,Sony Xperia™ V,Support,13.0M (with Sony Exmor™ R for mobile CMOS sensor),Flash Memory: Up to 8GB,1.5 GHz Qualcomm MSM8960 dual core,1700mAh,1280 x 720  pixels,4.3 touch screen,"GSM GPRS/EDGE 850, 900, 1800, 1900",120,1.5 GHz Qualcomm MSM8960 dual core,129 x 65 x 10.7,1GB RAM,7 hours (GSM); 7 hours (UMTS),f070b8dba60c6697b8baa0ae3957424378f0b304.jpg
181,7203,Sony Xperia™ Z,"Support, Bluetooth™ 4.0",13.0M (with Sony Exmor™ R for mobile CMOS sensor),Flash Memory: Up to 16GB,Quad-Core 1.5 GHz Qualcomm APQ8064+MDM9215M Adreno 320,2330mAh,1920 x 1080 pixels (443ppi),5 touch screen,"LTE 800, 850, 900, 1800, 2100, 2600 MHz",146,Quad-Core 1.5 GHz Qualcomm APQ8064+MDM9215M Adreno 320,139 x 71 x 7.9,2GB RAM,11 hours (GSM); 14 hours (UMTS),cbe39450bc5da98de6d045d827855823cf925d42.jpg
182,10254,TAG HEUER RACER-Sport Classic Grey,V4.0,5.0M,8GB memory card (insert in Transceiver),Single core,1400mAh,800x 480 pixels(TFT),3.5,"GSM 850 / 900 / 1800 / 1900, WCDMA 800 /900/2100",200,Single core,118 x 67 x 16.6 mm,256MB RAM,Up to 390 mins,5bb860474b266fc0a910f5595717681884686bd5.jpg
183,10710,TAG HEUER RACER-Night Racer Black,V4.0,5.0M,8GB memory card (insert in Transceiver),Single core,1400mAh,800x 480 pixels,3.5,"GSM 850 / 900 / 1800 / 1900, WCDMA 800 /900/2100",200,Single core,118 (L) x 67 (W) x 16.6 (D) mm,256MB RAM,Up to 390 mins,ca63d68056496032ea94aa2dc575cb3dc8290eaf.jpg
